##NAMES=Beidellite
##RRUFFID=R070244
##IDEAL CHEMISTRY=(Na,Ca)_0.3_Al_2_(Si,Al)_4_O_10_(OH)_2_&#183;nH_2_O
##LOCALITY=Fort Sandeman, Pakistan
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Matted fibrous tan crystals (mountain leather)
##STATUS=The identification of this mineral is not yet confirmed.
##URL=rruff.info/R070244
120.2527, 0.0000000E+00
120.7348, 345.2168
121.2169, 620.8457
121.6990, 777.1748
122.1812, 958.5078
122.6633, 561.6748
123.1454, 124.3242
123.6275, 177.5645
124.1096, 285.8125
124.5917, 217.7871
125.0739, 25.35352
125.5560, 288.7715
126.0381, 689.6777
126.5202, 1146.217
127.0023, 1656.963
127.4844, 2205.309
127.9666, 2766.619
128.4487, 3339.010
128.9308, 3935.330
129.4129, 4529.566
129.8950, 5142.971
130.3772, 5812.105
130.8593, 6565.973
131.3414, 7391.164
131.8235, 8249.996
132.3056, 9125.711
132.7877, 10033.69
133.2699, 10987.19
133.7520, 11994.11
134.2341, 13028.34
134.7162, 14089.34
135.1983, 15184.33
135.6804, 16264.39
136.1626, 17329.49
136.6447, 18349.00
137.1268, 19245.64
137.6089, 19985.29
138.0910, 20677.96
138.5731, 21356.45
139.0553, 22052.22
139.5374, 22658.91
140.0195, 23153.91
140.5016, 23555.06
140.9837, 23873.45
141.4658, 24077.95
141.9480, 24263.17
142.4301, 24490.45
142.9122, 24789.98
143.3943, 25062.12
143.8764, 25291.30
144.3585, 25471.75
144.8407, 25687.08
145.3228, 25950.20
145.8049, 26232.95
146.2870, 26500.14
146.7691, 26702.80
147.2512, 26939.55
147.7334, 27222.38
148.2155, 27567.05
148.6976, 27923.36
149.1797, 28242.95
149.6618, 28586.29
150.1439, 29028.10
150.6261, 29686.72
151.1082, 30326.50
151.5903, 30878.39
152.0724, 31310.14
152.5545, 31718.26
153.0366, 32111.79
153.5188, 32481.32
154.0009, 32804.42
154.4830, 33114.04
154.9651, 33358.74
155.4472, 33523.67
155.9293, 33589.43
156.4115, 33598.28
156.8936, 33552.52
157.3757, 33456.16
157.8578, 33331.35
158.3399, 33156.12
158.8221, 32969.99
159.3042, 32802.09
159.7863, 32664.42
160.2684, 32540.70
160.7505, 32428.05
161.2326, 32328.75
161.7148, 32232.42
162.1969, 32132.88
162.6790, 32037.07
163.1611, 31946.56
163.6432, 31867.02
164.1253, 31793.02
164.6075, 31710.27
165.0896, 31617.77
165.5717, 31560.32
166.0538, 31619.80
166.5359, 31720.63
167.0180, 31755.77
167.5002, 31598.46
167.9823, 31414.95
168.4644, 31349.17
168.9465, 31428.09
169.4286, 31511.59
169.9107, 31506.30
170.3929, 31428.57
170.8750, 31324.14
171.3571, 31198.12
171.8392, 31061.05
172.3213, 30925.76
172.8034, 30794.52
173.2856, 30653.41
173.7677, 30470.55
174.2498, 30261.34
174.7319, 30074.59
175.2140, 29982.12
175.6961, 29921.30
176.1783, 29785.75
176.6604, 29528.34
177.1425, 29235.78
177.6246, 29020.56
178.1067, 28755.83
178.5888, 28486.54
179.0710, 28139.48
179.5531, 27749.76
180.0352, 27392.74
180.5173, 27100.48
180.9994, 26835.86
181.4815, 26520.51
181.9637, 26164.82
182.4458, 25842.84
182.9279, 25656.28
183.4100, 25560.52
183.8921, 25402.05
184.3742, 25094.52
184.8564, 24715.01
185.3385, 24446.39
185.8206, 24295.85
186.3027, 24183.70
186.7848, 24062.93
187.2669, 23925.75
187.7491, 23724.18
188.2312, 23388.92
188.7133, 22973.20
189.1954, 22705.29
189.6775, 22610.84
190.1596, 22545.01
190.6418, 22312.66
191.1239, 21917.16
191.6060, 21542.11
192.0881, 21271.48
192.5702, 21093.70
193.0524, 20908.41
193.5345, 20714.43
194.0166, 20514.70
194.4987, 20308.30
194.9808, 20095.12
195.4629, 19879.79
195.9451, 19659.38
196.4272, 19436.11
196.9093, 19222.51
197.3914, 19023.16
197.8735, 18826.55
198.3556, 18609.16
198.8378, 18368.08
199.3199, 18122.07
199.8020, 17872.51
200.2841, 17616.10
200.7662, 17397.88
201.2483, 17241.61
201.7305, 17105.59
202.2126, 16865.80
202.6947, 16490.03
203.1768, 16131.49
203.6589, 15899.34
204.1410, 15813.57
204.6232, 15705.39
205.1053, 15563.34
205.5874, 15387.95
206.0695, 15170.33
206.5516, 14892.97
207.0337, 14618.76
207.5159, 14392.90
207.9980, 14219.88
208.4801, 14065.52
208.9622, 13940.30
209.4443, 13830.04
209.9264, 13654.54
210.4086, 13382.91
210.8907, 13108.63
211.3728, 12913.19
211.8549, 12829.88
212.3370, 12714.99
212.8191, 12544.55
213.3013, 12322.97
213.7834, 12097.77
214.2655, 11862.62
214.7476, 11634.17
215.2297, 11424.01
215.7118, 11231.70
216.1940, 11062.66
216.6761, 10920.52
217.1582, 10805.14
217.6403, 10702.32
218.1224, 10630.12
218.6045, 10543.35
219.0867, 10388.59
219.5688, 10127.43
220.0509, 9887.602
220.5330, 9701.125
221.0151, 9571.133
221.4972, 9418.945
221.9794, 9235.086
222.4615, 9039.477
222.9436, 8856.383
223.4257, 8692.125
223.9078, 8530.070
224.3899, 8364.500
224.8721, 8197.016
225.3542, 8035.672
225.8363, 7876.508
226.3184, 7726.969
226.8005, 7605.914
227.2827, 7547.945
227.7648, 7445.109
228.2469, 7248.406
228.7290, 6933.867
229.2111, 6705.367
229.6932, 6589.828
230.1754, 6538.664
230.6575, 6502.562
231.1396, 6520.734
231.6217, 6482.578
232.1038, 6346.625
232.5859, 6090.883
233.0681, 5840.523
233.5502, 5574.203
234.0323, 5328.961
234.5144, 5163.984
234.9965, 5114.969
235.4786, 5079.547
235.9608, 5038.438
236.4429, 4999.000
236.9250, 4926.703
237.4071, 4795.578
237.8892, 4639.438
238.3713, 4522.000
238.8535, 4487.125
239.3356, 4422.328
239.8177, 4270.328
240.2998, 3979.016
240.7819, 3801.531
241.2640, 3804.312
241.7462, 3884.672
242.2283, 3862.109
242.7104, 3681.250
243.1925, 3487.906
243.6746, 3330.062
244.1567, 3220.953
244.6389, 3095.969
245.1210, 2932.031
245.6031, 2763.578
246.0852, 2658.734
246.5673, 2655.891
247.0494, 2667.375
247.5316, 2665.516
248.0137, 2652.562
248.4958, 2600.984
248.9779, 2477.703
249.4600, 2325.969
249.9421, 2235.234
250.4243, 2248.250
250.9064, 2262.922
251.3885, 2236.672
251.8706, 2150.266
252.3527, 2086.203
252.8348, 2068.000
253.3170, 2050.453
253.7991, 1938.484
254.2812, 1675.594
254.7633, 1443.875
255.2454, 1313.281
255.7275, 1304.344
256.2097, 1313.625
256.6918, 1352.688
257.1739, 1399.078
257.6560, 1410.953
258.1381, 1370.312
258.6202, 1323.953
259.1024, 1295.000
259.5845, 1291.688
260.0666, 1284.156
260.5487, 1273.469
261.0308, 1253.578
261.5129, 1224.625
261.9951, 1188.703
262.4772, 1123.500
262.9593, 1007.203
263.4414, 819.7031
263.9235, 701.3750
264.4056, 671.4531
264.8878, 688.1406
265.3699, 681.3438
265.8520, 643.0312
266.3341, 611.8125
266.8162, 615.5781
267.2983, 667.0156
267.7805, 657.9844
268.2626, 553.1094
268.7447, 420.2344
269.2268, 400.2344
269.7089, 539.4375
270.1910, 637.6250
270.6732, 597.3125
271.1553, 398.2969
271.6374, 264.0156
272.1195, 193.7969
272.6016, 165.2344
273.0837, 145.8750
273.5659, 145.1250
274.0480, 159.8906
274.5301, 193.6250
275.0122, 242.7812
275.4943, 255.5000
275.9764, 227.4062
276.4586, 180.8906
276.9407, 156.0312
277.4228, 156.7656
277.9049, 131.1250
278.3870, 30.81250
278.8691, 138.0312
279.3513, 215.3281
279.8334, 181.7969
280.3155, 102.0312
280.7976, 44.07812
281.2798, 3.937500
281.7619, 12.34375
282.2440, 111.8125
282.7261, 287.7344
283.2082, 412.9531
283.6903, 485.4844
284.1725, 514.7812
284.6546, 504.5625
285.1367, 455.4062
285.6188, 386.2500
286.1009, 295.0312
286.5830, 188.7656
287.0652, 81.53125
287.5473, 30.64062
288.0294, 98.53125
288.5115, 32.98438
288.9936, 148.4219
289.4757, 299.7031
289.9579, 359.5000
290.4400, 351.2656
290.9221, 353.7188
291.4042, 374.0625
291.8863, 383.7969
292.3684, 318.1094
292.8506, 203.5938
293.3327, 159.0000
293.8148, 262.0781
294.2969, 431.0938
294.7790, 502.6250
295.2611, 477.6875
295.7433, 435.4219
296.2254, 450.0156
296.7075, 499.5312
297.1896, 527.0000
297.6717, 505.1250
298.1538, 462.1406
298.6360, 440.9375
299.1181, 439.1875
299.6002, 441.7812
300.0823, 443.9219
300.5644, 440.9531
301.0465, 423.0781
301.5287, 385.0625
302.0108, 333.7812
302.4929, 254.0000
302.9750, 155.9531
303.4571, 107.1562
303.9392, 198.0781
304.4214, 351.2500
304.9035, 464.3438
305.3856, 515.4844
305.8677, 515.0469
306.3498, 432.5000
